,Return,volatility,000063.SZ Weight,000069.SZ Weight
0,0.1260883437150847,0.309075986394797,0.4004223925288402,0.5995776074711597
1,0.2136489268268508,0.3779743396442417,0.7213464466109692,0.2786535533890307
2,0.15508593410812344,0.3261308554169371,0.5067033689319824,0.49329663106801763
3,0.023495218886302974,0.30935770177310046,0.02440158075580553,0.9755984192441944
4,0.16554179447917325,0.3338324343405817,0.5450258307058017,0.4549741692941983
5,0.24061803833341336,0.407742092316137,0.8201927115865164,0.1798072884134836
6,0.13042363970747817,0.31119557163694295,0.4163119711049559,0.5836880288950442
7,0.19512235107266865,0.35944577659572624,0.6534434748856375,0.34655652511436263
8,0.26980219918982623,0.4429869211661694,0.9271574996700992,0.07284250032990083
9,0.1470687156229412,0.320759136215749,0.4773189339808962,0.5226810660191038
10,0.1367489517506543,0.3145682859455928,0.43949528843896096,0.5605047115610391
11,0.24175795764242058,0.4090642909423442,0.8243707048452655,0.17562929515473444
12,0.12722151117318795,0.30961469651769724,0.40457563913461303,0.595424360865387
13,0.11231222387961524,0.3034168959713833,0.34993062934041075,0.6500693706595893
14,0.1295169369939489,0.31073920234506774,0.4129887553344344,0.5870112446655655
15,0.03685911003284328,0.3037740179015468,0.07338245745446323,0.9266175425455367
16,0.14153591166870508,0.31733601448608295,0.45704029018556397,0.5429597098144361
17,0.14918770953167965,0.32213229633357454,0.48508539797188693,0.5149146020281131
18,0.2146973835609519,0.37907304073638176,0.7251892143687848,0.27481078563121514
19,0.1702690084943764,0.33756001631308324,0.5623518538129845,0.4376481461870155
20,0.1732657981631582,0.33999901939886773,0.5733355847973852,0.4266644152026149
21,0.06378299882883769,0.2974473036336842,0.17206297369814563,0.8279370263018544
22,0.15626983482130538,0.3269641285640773,0.5110425613288638,0.4889574386711361
23,0.27136889808639447,0.4449544234870396,0.9328997108745505,0.06710028912544948
24,0.282842391823506,0.4595707128500843,0.9749519676520064,0.025048032347993573
25,0.2476764134396893,0.41600479225319403,0.8460628265838898,0.15393717341611024
26,0.163355975873911,0.33215956785463047,0.5370144431229495,0.4629855568770504
27,0.22562977653773789,0.39082333633611777,0.7652582471486465,0.23474175285135343
28,0.23171405821803776,0.39758379676487143,0.7875581482414372,0.21244185175856278
29,0.20047885525124914,0.36462376456252904,0.6730759507738311,0.32692404922616886
30,0.15320433532135502,0.3248274404883466,0.49980699742158546,0.5001930025784145
31,0.05546281204354292,0.2986786092367851,0.14156810969696532,0.8584318903030347
32,0.18858069208218828,0.3533333942402998,0.62946721012084,0.3705327898791601
33,0.25721388010294866,0.4274439842783631,0.881019223154929,0.11898077684507101
34,0.2202920375599288,0.385020460821938,0.7456945488324289,0.25430545116757103
35,0.10771418155740639,0.3019037397962516,0.33307804190388207,0.6669219580961179
36,0.18677032735519195,0.35168437223370225,0.6228319232496533,0.37716807675034675
37,0.05042926422911511,0.299741013856139,0.12311932242746458,0.8768806775725354
38,0.24009200291772984,0.4071335624377957,0.8182647045747717,0.1817352954252283
39,0.23724425760113133,0.4038572312301923,0.8078272458517111,0.19217275414828894
40,0.08576147530326317,0.29738043771360073,0.25261773386594893,0.7473822661340511
41,0.15464212600598842,0.32582109929960024,0.5050767386571491,0.494923261342851
42,0.21802156392587466,0.38258984065910245,0.737372886533799,0.262627113466201
43,0.21328868881666715,0.3775980167529517,0.7200261145785176,0.2799738854214824
44,0.052187669873039036,0.29934287166484,0.12956417064471146,0.8704358293552885
45,0.10605473131472141,0.30140490251121865,0.32699588163834054,0.6730041183616595
46,0.08324879688916882,0.29715345861635645,0.24340835089248794,0.756591649107512
47,0.12437471225187872,0.30828210033397546,0.39414164910719374,0.6058583508928063
48,0.07824995722366512,0.2968817897750521,0.22508677474318034,0.7749132252568195
49,0.1145715386344871,0.30423027614277065,0.35821139249676776,0.6417886075032321
50,0.038831932686712416,0.3030834069087259,0.08061317956211068,0.9193868204378893
51,0.15742840891678217,0.3277893317365741,0.5152889274728666,0.48471107252713336
52,0.08626235655718727,0.2974329001813477,0.2544535467044482,0.7455464532955518
53,0.15597243334098604,0.3267538556695695,0.5099525355962544,0.4900474644037456
54,0.03207270345148569,0.3055940718178184,0.055839483778580425,0.9441605162214196
55,0.09739529390490194,0.29921448264342626,0.2952576078527211,0.7047423921472789
56,0.1561512197798905,0.3268801874252389,0.5106078175364728,0.48939218246352734
57,0.1301182938491811,0.31104111532603573,0.41519282790993184,0.5848071720900682
58,0.11507343215241045,0.3044171605112832,0.3600509154506511,0.6399490845493488
59,0.2688353198680824,0.4417762229191611,0.9236137266535794,0.07638627334642054
60,0.0207442580742785,0.31069817340752925,0.014318853288252546,0.9856811467117474
61,0.13904970595101973,0.3158757425933054,0.44792793403344366,0.5520720659665563
62,0.017397920168168515,0.3124141457073116,0.002053970061210521,0.9979460299387894
63,0.028448327977607893,0.3071066565846381,0.042555546768841636,0.9574444532311583
64,0.02785356791202577,0.30736580293840765,0.040375652521116835,0.9596243474788831
65,0.22812742017007215,0.3935801508517642,0.7744125251542874,0.22558747484571265
66,0.20869684262939864,0.37285483440644535,0.7031962370038243,0.2968037629961757
67,0.26413451477723093,0.43592925134525373,0.9063844966325743,0.09361550336742579
68,0.1829025394881236,0.34822506449992896,0.6086558394626731,0.39134416053732685
69,0.18744178077609688,0.3522937897298588,0.6252929113598977,0.37470708864010244
70,0.13808821433500054,0.31532418891796504,0.44440390785165135,0.5555960921483486
71,0.12839402384463697,0.31018355511237483,0.40887309247047976,0.5911269075295202
72,0.24908068873204417,0.41766974859021366,0.8512097283501177,0.14879027164988234
73,0.17892920491545394,0.3447640882923562,0.5940929095007038,0.4059070904992962
74,0.17040880350219567,0.33767249664722004,0.5628642256937488,0.43713577430625106
75,0.0551650807021056,0.2987348245048085,0.14047687496866967,0.8595231250313303
76,0.1636524107468126,0.3323845281833885,0.5381009260791156,0.4618990739208844
77,0.16329750247590177,0.3321152643125939,0.536800128424735,0.463199871575265
78,0.22268005362539492,0.3876013959697624,0.7544470236299575,0.24555297637004248
79,0.034211936917511475,0.304755465034319,0.06368012910261672,0.9363198708973832
80,0.12546965790203968,0.3087864705344168,0.39815480644992995,0.60184519355007
81,0.07138542222903824,0.29689971356990635,0.1999271158924357,0.8000728841075643
82,0.22733040745945832,0.3926976158264356,0.7714913414303429,0.22850865856965705
83,0.10867619792235447,0.3022044487526489,0.3366039913774987,0.6633960086225014
84,0.02084773395211185,0.31064659945993905,0.014698109536142057,0.985301890463858
85,0.21026923219542404,0.37446773072491785,0.7089593054553123,0.29104069454468773
86,0.1560807190561398,0.32683034364037966,0.5103494206953632,0.48965057930463673
87,0.2401708818160133,0.407224745807999,0.818553808814591,0.18144619118540894
88,0.16294929860582835,0.3318519266826572,0.5355239035109698,0.46447609648903015
89,0.2058726505180711,0.36998808921987814,0.6928451046830505,0.30715489531694956
90,0.12715946387859783,0.309584917242409,0.4043482255129007,0.5956517744870993
91,0.03787915243175744,0.30341256807004335,0.07712108196290607,0.922878918037094
92,0.1710347691665034,0.3381777167236933,0.5651584936344892,0.4348415063655107
93,0.14426533342592268,0.31899508343650945,0.467044073446214,0.532955926553786
94,0.1896277603343955,0.3542956849113259,0.6333048888623132,0.3666951111376869
95,0.11332084556219088,0.3037743592650684,0.3536273950299921,0.646372604970008
96,0.11718308296706545,0.3052271963143807,0.3677831354528015,0.6322168645471984
97,0.14545205009382678,0.319734466888238,0.47139358678401916,0.5286064132159809
98,0.1548703079563472,0.32598018055234157,0.5059130633363034,0.4940869366636967
99,0.06779048494422918,0.29708963485338574,0.1867510747262949,0.8132489252737051
